reading_order,kind,page_num,pdf_x0,pdf_y0,pdf_x1,pdf_y1,img_x0,img_y0,img_x1,img_y1,content
7,line,1,35.88,511.1,35.88,589.74,74,421,74,585,[LINE]
8,line,1,106.88,570.54,106.88,589.74,222,421,222,461,[LINE]
15,line,1,106.88,552.49,106.88,570.29,222,461,222,498,[LINE]
26,line,1,106.88,531.8,106.88,552.24,222,499,222,542,[LINE]
38,line,1,106.88,511.1,106.88,531.55,222,542,222,585,[LINE]
9,line,1,319.88,570.54,319.88,589.74,666,421,666,461,[LINE]
16,line,1,319.88,552.49,319.88,570.29,666,461,666,498,[LINE]
27,line,1,319.88,531.8,319.88,552.24,666,499,666,542,[LINE]
39,line,1,319.88,511.1,319.88,531.55,666,542,666,585,[LINE]
10,line,1,390.88,570.54,390.88,589.74,814,421,814,461,[LINE]
17,line,1,390.88,552.49,390.88,570.29,814,461,814,498,[LINE]
28,line,1,390.88,531.8,390.88,552.24,814,499,814,542,[LINE]
40,line,1,390.88,511.1,390.88,531.55,814,542,814,585,[LINE]
80,line,1,532.88,570.54,532.88,589.74,1110,421,1110,461,[LINE]
83,line,1,532.88,552.49,532.88,570.29,1110,461,1110,498,[LINE]
91,line,1,532.88,531.8,532.88,552.24,1110,499,1110,542,[LINE]
100,line,1,532.88,511.1,532.88,531.55,1110,542,1110,585,[LINE]
81,line,1,603.88,531.8,603.88,589.74,1258,421,1258,542,[LINE]
101,line,1,603.88,511.1,603.88,531.55,1258,542,1258,585,[LINE]
18,line,1,177.88,552.49,177.88,570.29,370,461,370,498,[LINE]
29,line,1,177.88,531.8,177.88,552.24,370,499,370,542,[LINE]
41,line,1,177.88,511.1,177.88,531.55,370,542,370,585,[LINE]
19,line,1,248.88,552.49,248.88,570.29,518,461,518,498,[LINE]
30,line,1,248.88,531.8,248.88,552.24,518,499,518,542,[LINE]
42,line,1,248.88,511.1,248.88,531.55,518,542,518,585,[LINE]
84,line,1,461.88,552.49,461.88,570.29,962,461,962,498,[LINE]
92,line,1,461.88,531.8,461.88,552.24,962,499,962,542,[LINE]
102,line,1,461.88,511.1,461.88,531.55,962,542,962,585,[LINE]
87,line,1,674.88,531.8,674.88,552.49,1405,498,1405,542,[LINE]
103,line,1,674.88,511.1,674.88,531.55,1405,542,1405,585,[LINE]
88,line,1,745.88,531.8,745.88,552.49,1553,498,1553,542,[LINE]
104,line,1,745.88,511.1,745.88,531.55,1553,542,1553,585,[LINE]
89,line,1,816.88,531.8,816.88,552.49,1701,498,1701,542,[LINE]
105,line,1,816.88,511.1,816.88,531.55,1701,542,1701,585,[LINE]
90,line,1,887.88,511.1,887.88,552.49,1849,498,1849,585,[LINE]
6,line,1,35.75,589.87,604.0,589.87,74,421,1258,421,[LINE]
14,line,1,36.0,570.42,603.75,570.42,75,461,1257,461,[LINE]
25,line,1,36.0,552.37,603.75,552.37,75,499,1257,499,[LINE]
99,line,1,36.0,531.67,887.75,531.67,75,542,1849,542,[LINE]
112,line,1,35.75,510.98,888.0,510.98,74,585,1850,585,[LINE]
52,figure,1,36.0,243.26,536.0,483.26,75,643,1116,1143,[FIGURE]
58,figure,1,452.38,192.37,464.38,201.01,942,1231,967,1249,[FIGURE]
63,figure,1,452.38,172.03,464.38,180.67,942,1273,967,1291,[FIGURE]
68,figure,1,455.05,151.7,467.05,160.34,948,1315,973,1333,[FIGURE]
73,figure,1,455.05,131.36,467.05,140.0,948,1358,973,1376,[FIGURE]
54,line,1,36.0,223.31,536.0,223.31,75,1184,1116,1184,[LINE]
57,line,1,36.0,205.88,536.0,205.88,75,1221,1116,1221,[LINE]
62,line,1,36.0,185.55,536.0,185.55,75,1263,1116,1263,[LINE]
67,line,1,36.0,165.21,536.0,165.21,75,1305,1116,1305,[LINE]
72,line,1,36.0,144.88,536.0,144.88,75,1348,1116,1348,[LINE]
77,line,1,36.0,124.54,536.0,124.54,75,1390,1116,1390,[LINE]
119,text,2,36.0,758.21,87.96,770.21,75,45,183,70,Contents
122,text,2,36.0,691.68,246.9,716.68,75,156,514,209,Table of Contents
123,text,2,36.0,641.78,106.45,650.78,75,294,221,312,Call Participants
124,text,2,36.0,624.57,90.47,633.57,75,330,188,348,Presentation
128,text,2,263.48,641.78,467.91,650.78,548,294,974,312,..................................................................................
130,text,2,263.48,624.57,467.91,633.57,548,330,974,348,..................................................................................
125,text,2,36.0,607.35,128.42,616.35,75,365,267,384,Question and Answer
132,text,2,263.48,607.35,467.91,616.35,548,365,974,384,..................................................................................
126,text,2,36.0,35.34,351.24,42.34,75,1561,731,1576,"COPYRIGHT © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All rights reserved"
127,text,2,36.0,25.41,190.89,35.41,75,1576,397,1597,spglobal.com/marketintelligence
129,text,2,560.99,641.78,566.0,650.78,1168,294,1179,312,3
131,text,2,560.99,624.57,566.0,633.57,1168,330,1179,348,4
133,text,2,560.99,607.35,566.0,616.35,1168,365,1179,384,8
134,text,2,561.0,36.73,566.0,45.73,1168,1554,1179,1573,2
120,line,2,36.0,744.4,576.0,744.4,75,99,1200,99,[LINE]
121,line,2,36.0,744.4,576.0,744.4,75,99,1200,99,[LINE]
135,text,3,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
137,text,3,37.0,688.7,224.87,712.7,77,165,468,215,Call Participants
138,text,3,37.0,674.03,100.27,684.03,77,224,208,245,EXECUTIVES
139,text,3,37.0,649.04,110.28,659.04,77,276,229,297,Jason W. Aiken
140,text,3,37.0,638.57,168.84,648.57,77,298,351,319,Executive VP of Technologies
141,text,3,37.0,613.09,129.18,623.09,77,351,269,372,Kimberly A. Kuryea
142,text,3,37.0,602.62,115.27,612.62,77,373,240,394,Senior VP & CFO
143,text,3,37.0,577.14,120.24,587.14,77,426,250,447,Nicole M. Shelton
144,text,3,37.0,566.67,195.11,576.67,77,448,406,469,Vice President of Investor Relations
145,text,3,216.0,565.65,330.56,575.65,450,450,688,471,Myles Alexander Walton
146,text,3,216.0,555.18,310.98,565.18,450,472,647,493,"Wolfe Research, LLC"
149,text,3,216.0,529.7,285.93,539.7,450,525,595,546,Noah Poponak
150,text,3,216.0,519.23,387.63,529.23,450,547,807,568,"Goldman Sachs Group, Inc., Research"
151,text,3,216.0,508.27,251.0,518.27,450,570,522,591,Division
153,text,3,216.0,482.79,289.86,492.79,450,623,603,644,Peter J. Arment
155,text,3,216.0,472.32,376.11,482.32,450,645,783,666,"Robert W. Baird & Co. Incorporated,"
157,text,3,216.0,461.36,296.56,471.36,450,668,617,688,Research Division
159,text,3,216.0,435.88,312.03,445.88,450,721,650,741,Robert Alan Stallard
161,text,3,216.0,425.41,358.93,435.41,450,742,747,763,"Vertical Research Partners, LLC"
163,text,3,216.0,399.93,314.25,409.93,450,795,654,816,Scott Stephen Mikus
165,text,3,216.0,389.46,311.56,399.46,450,817,649,838,Melius Research LLC
167,text,3,216.0,363.98,318.71,373.98,450,870,663,891,Seth Michael Seifman
169,text,3,216.0,353.51,366.54,363.51,450,892,763,913,"JPMorgan Chase & Co, Research"
171,text,3,216.0,342.55,251.0,352.55,450,915,522,936,Division
173,text,3,216.0,317.07,327.57,327.07,450,968,682,989,Sheila Karin Kahyaoglu
175,text,3,216.0,306.6,360.98,316.6,450,990,752,1011,"Jefferies LLC, Research Division"
147,text,3,37.0,541.19,132.5,551.19,77,501,276,522,Phebe N. Novakovic
148,text,3,37.0,530.72,125.31,540.72,77,523,261,544,Chairperson & CEO
152,text,3,37.0,505.24,89.93,515.24,77,576,187,597,ANALYSTS
154,text,3,37.0,480.25,101.39,490.25,77,628,211,649,Andre Madrid
156,text,3,37.0,469.78,170.28,479.78,77,650,354,671,"BTIG, LLC, Research Division"
158,text,3,37.0,444.3,131.37,454.3,77,703,273,724,David Egon Strauss
160,text,3,37.0,433.83,209.19,443.83,77,725,435,746,"Barclays Bank PLC, Research Division"
162,text,3,37.0,408.35,124.72,418.35,77,778,259,799,Gautam J. Khanna
164,text,3,37.0,397.88,170.31,407.88,77,800,354,821,"TD Cowen, Research Division"
166,text,3,37.0,372.4,128.61,382.4,77,853,267,874,Gavin Eric Parsons
168,text,3,37.0,361.93,183.07,371.93,77,875,381,895,"UBS Investment Bank, Research"
170,text,3,37.0,350.97,72.0,360.97,77,897,150,918,Division
172,text,3,37.0,325.49,142.51,335.49,77,951,296,971,Jason Michael Gursky
174,text,3,37.0,315.02,181.97,325.02,77,972,379,993,"Citigroup Inc., Research Division"
176,text,3,37.0,289.54,153.04,299.54,77,1025,318,1046,Kenneth George Herbert
177,text,3,37.0,279.07,178.63,289.07,77,1047,372,1068,"RBC Capital Markets, Research"
178,text,3,37.0,268.11,72.0,278.11,77,1070,150,1091,Division
179,text,3,37.0,242.63,115.81,252.63,77,1123,241,1144,Kristine T. Liwag
180,text,3,37.0,232.16,192.36,242.16,77,1145,400,1166,"Morgan Stanley, Research Division"
181,text,3,37.0,206.68,130.86,216.68,77,1198,272,1219,Mariana Perez Mora
182,text,3,37.0,196.21,191.4,206.21,77,1220,398,1241,"BofA Securities, Research Division"
183,text,3,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
184,text,3,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
185,text,3,569.61,29.36,576.0,38.36,1186,1570,1200,1588,3
136,line,3,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
186,text,4,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
188,text,4,36.0,692.58,181.25,716.58,75,157,377,207,Presentation
189,text,4,36.0,667.69,78.2,677.69,75,238,162,258,Operator
190,text,4,36.0,649.93,564.51,659.93,75,275,1176,295,"Good morning, and welcome to the General Dynamics First Quarter 2025 Earnings Conference Call. [Operator Instructions]. Please"
191,text,4,36.0,637.93,170.7,647.93,75,300,355,320,"note, this event is being recorded."
192,text,4,36.0,617.93,451.08,627.93,75,341,939,362,"At this time, I'd like to turn the conference over to Nicole Shelton, Vice President of Investor Relations."
193,text,4,36.0,596.47,119.24,606.47,75,386,248,407,Nicole M. Shelton
194,text,4,36.0,585.77,194.11,595.77,75,408,404,429,Vice President of Investor Relations
195,text,4,36.0,567.52,540.32,577.52,75,446,1125,467,"Thank you, operator, and good morning, everyone. Welcome to the General Dynamics first quarter 2025 conference call. Any"
196,text,4,36.0,555.52,571.32,565.52,75,471,1190,492,forward-looking statements made today represent our estimates regarding the company's outlook. These estimates are subject to some
197,text,4,36.0,543.52,553.56,553.52,75,496,1153,517,"risks and uncertainties. Additional information regarding these factors is contained in the company's 10-K, 10-Q, and 8-K filings."
198,text,4,36.0,531.52,559.8,541.52,75,521,1166,542,"We will also refer to certain non-GAAP financial measures. For additional disclosures about these non-GAAP measures, including"
199,text,4,36.0,519.52,571.44,529.52,75,546,1190,567,"reconciliations to comparable GAAP measures, please see the slides that accompany this webcast, which are available on the Investor"
200,text,4,36.0,507.52,261.25,517.52,75,571,544,592,"Relations page of our website, investorrelations.gd.com."
201,text,4,36.0,487.52,550.33,497.52,75,613,1146,634,"On the call today are Phebe Novakovic, Chairman and Chief Executive Officer; Kim Kuryea, Chief Financial Officer; and Jason"
202,text,4,36.0,475.52,227.91,485.52,75,638,474,659,"Aiken, Executive Vice President, Technologies."
203,text,4,36.0,455.52,187.37,465.52,75,680,390,701,I will now turn the call over to Phebe.
204,text,4,36.0,434.06,131.5,444.06,75,724,273,745,Phebe N. Novakovic
205,text,4,36.0,423.36,124.31,433.36,75,747,258,768,Chairperson & CEO
206,text,4,36.0,405.11,559.5,415.11,75,785,1165,806,"Thank you, Nicole. Good morning, everyone, and thanks for being with us. As you can discern from our press release, we reported"
207,text,4,36.0,393.11,569.83,403.11,75,810,1187,831,"earnings of $3.66 per diluted share on revenue of $12.2 billion, operating earnings of $1.268 billion and net earnings of $994 million."
208,text,4,36.0,381.11,284.54,391.11,75,835,592,856,These results compare quite favorably to the year-ago quarter.
209,text,4,36.0,361.11,548.66,371.11,75,876,1143,897,"Revenue was up 13.9%. Operating earnings are up 22.4%, and net earnings are up 24.4%. As a result, earnings per diluted share"
210,text,4,36.0,349.11,548.67,359.11,75,901,1143,922,"are up $0.78 or 27.1% more than the year ago quarter. The operating margin for the entire company was 10.4%, a 70 basis point"
211,text,4,36.0,337.11,194.29,347.11,75,926,404,947,improvement over the year ago quarter.
212,text,4,36.0,317.11,571.12,327.11,75,968,1189,989,"While Aerospace led the way with a 45.2% revenue increase, each of the Defense segments also enjoyed revenue increases. A similar"
213,text,4,36.0,305.11,551.15,315.11,75,993,1148,1014,pattern is true with respect to operating earnings. Aerospace led the way with a stunning 69.4% increase and each of the Defense
214,text,4,36.0,293.11,573.96,303.11,75,1018,1195,1039,segments contributed nice improvements to operating earnings as well. We have obviously opened the year with a very strong quarter.
215,text,4,36.0,281.11,574.66,291.11,75,1043,1197,1064,It is important to note that the comparative quarter in 2024 also showed very good growth in all respects over first quarter '23. We also
216,text,4,36.0,269.11,191.53,279.11,75,1068,399,1089,beat consensus by $0.16 in the quarter.
217,text,4,36.0,249.11,566.2,259.11,75,1110,1179,1131,"At this, let me ask Kim Kuryea, our CFO, to provide detail on our order activity, solid backlog, and cash activity before I come back"
218,text,4,36.0,237.11,145.16,247.11,75,1135,302,1156,with segment observations.
219,text,4,36.0,215.65,128.18,225.65,75,1179,267,1200,Kimberly A. Kuryea
220,text,4,36.0,204.95,114.27,214.95,75,1202,238,1223,Senior VP & CFO
221,text,4,36.0,186.7,569.94,196.7,75,1240,1187,1261,"Thank you, Phebe, and good morning. I'll start with orders and backlog. We had a solid quarter with over $10 billion of orders. Order"
222,text,4,36.0,174.7,550.11,184.7,75,1265,1146,1286,activity was particularly strong in the Technologies group with a book-to-bill ratio of 1.1:1. Our overall book-to-bill ratio for the
223,text,4,36.0,162.7,572.87,172.7,75,1290,1193,1311,company was less than 1x due in part to the 14% increase in revenue from last year. This resulted in total backlog being slightly down
224,text,4,36.0,150.7,567.29,160.7,75,1315,1181,1336,"from year-end to $89 billion at quarter end. Our total estimated contract value, which includes options and IDIQ contracts, ended the"
225,text,4,36.0,138.7,175.71,148.7,75,1340,366,1361,quarter at a little over $141 billion.
226,text,4,36.0,118.7,569.51,128.7,75,1381,1186,1402,"Turning to our cash performance for the quarter. We expected a slow start to the year. In terms of timing, this year will look a lot like"
227,text,4,36.0,106.7,554.25,116.7,75,1406,1154,1427,"last year, with cash building throughout. The buildup of inventory as we approach certification and entry into service of the G800"
228,text,4,36.0,94.7,568.38,104.7,75,1431,1184,1452,"impacted Aerospace. And although Technologies had a solid quarter, the Defense businesses as a whole were impacted by a working"
229,text,4,36.0,82.7,201.83,92.7,75,1456,420,1477,capital buildup due to growth and timing.
230,text,4,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
231,text,4,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
232,text,4,569.61,29.36,576.0,38.36,1186,1570,1200,1588,4
187,line,4,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
233,text,5,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
235,text,5,36.0,709.5,573.4,719.5,75,151,1194,171,"As a result, our free cash flow for the quarter was a negative $290 million. This was better than expected as our business units work to"
236,text,5,36.0,697.5,565.36,707.5,75,176,1177,196,"drive cash to the left. For the rest of the year, we expect modestly positive cash flow in the second quarter, followed by substantially"
237,text,5,36.0,685.5,295.94,695.5,75,201,616,221,improving free cash flow in each of the third and fourth quarters.
238,text,5,36.0,665.5,561.79,675.5,75,242,1170,263,Now to discuss capital deployment activities. Capital expenditures were $142 million or 1.2% of sales in the quarter. Similar to last
239,text,5,36.0,653.5,567.28,663.5,75,267,1181,288,"year, you should expect capital expenditures to increase in subsequent quarters throughout the year as we anticipate spending around"
240,text,5,36.0,641.5,296.8,651.5,75,292,618,313,2% of revenue on CapEx investments in our businesses this year.
241,text,5,36.0,621.5,542.3,631.5,75,334,1129,355,"Also in the quarter, we returned in excess of $980 million to shareholders in the form of dividends and share repurchases. This"
242,text,5,36.0,609.5,565.11,619.5,75,359,1177,380,included $383 million paid in dividends and repurchases of approximately 2.4 million shares of stock for $600 million at an average
243,text,5,36.0,597.5,167.91,607.5,75,384,349,405,price of just over $252 per share.
244,text,5,36.0,577.5,574.83,587.5,75,426,1197,446,"In addition, in late March, we repaid $750 million of notes that matured on April 1. As a reminder, we have an additional $750 million"
245,text,5,36.0,565.5,563.72,575.5,75,451,1174,471,"of notes maturing in May. Although we ultimately intend to refinance those notes, the timing of when we do that may be influenced"
246,text,5,36.0,553.5,568.7,563.5,75,476,1184,496,"by market conditions. When you add it all up, we ended the quarter with a cash balance of around $1.2 billion and a net debt position"
247,text,5,36.0,541.5,95.45,551.5,75,501,198,521,of $8.4 billion.
248,text,5,36.0,521.5,547.87,531.5,75,542,1141,563,Our net interest expense in the quarter was $89 million compared to $82 million last year. The increase was due to utilization of
249,text,5,36.0,509.5,553.38,519.5,75,567,1152,588,"commercial paper during the quarter. Finally, turning to income taxes. We had a 17.2% effective tax rate in the quarter, generally"
250,text,5,36.0,497.5,189.31,507.5,75,592,394,613,consistent with our full year guidance.
251,text,5,36.0,477.5,287.21,487.5,75,634,598,655,"Phebe, that concludes my remarks. I'll turn it back over to you."
252,text,5,36.0,456.04,131.5,466.04,75,679,273,699,Phebe N. Novakovic
253,text,5,36.0,445.34,124.31,455.34,75,701,258,722,Chairperson & CEO
254,text,5,36.0,427.09,542.3,437.09,75,739,1129,760,"Thanks, Kim. Now let me review the quarter in the context of the business segments and provide detailed color as appropriate."
255,text,5,36.0,407.09,573.13,417.09,75,781,1194,801,"First, Aerospace. Aerospace did particularly well in the quarter. It had revenue of $3.03 billion and operating earnings of $432 million"
256,text,5,36.0,395.09,551.34,405.09,75,806,1148,826,"with a 14.3% operating margin. Revenue is $942 million more than last year's first quarter, a 45.2% increase. To give you a little"
257,text,5,36.0,383.09,556.13,393.09,75,831,1158,851,"color here, the increase was driven by a 50% increase in aircraft deliveries, including 13 new G700 and higher services revenue at"
258,text,5,36.0,371.09,555.61,381.09,75,856,1157,876,"both Gulfstream and Jet Aviation. The 36 deliveries in the quarter are about as planned. Recall, however, that there were no G700"
259,text,5,36.0,359.09,569.8,369.09,75,881,1187,901,deliveries in the first quarter of 2024. So this quarter really shows the robust revenue increase driven by the introduction of the G700.
260,text,5,36.0,339.09,545.63,349.09,75,922,1136,943,"In addition, we saw improved margins on our G700 deliveries. In short, we expect revenue growth throughout the year, but at a"
261,text,5,36.0,327.09,567.83,337.09,75,947,1182,968,"slowing rate of growth, because G700 deliveries began in the second quarter of last year. As I indicated last quarter, the supply chain"
262,text,5,36.0,315.09,565.06,325.09,75,972,1177,993,continues to improve and is performing better to both schedule and quality. We are finding fewer faults and those we are finding are
263,text,5,36.0,303.09,443.28,313.09,75,997,923,1018,"becoming easier to fit. In short, I am increasingly confident that we can meet this year's delivery plan."
264,text,5,36.0,283.09,562.31,293.09,75,1039,1171,1060,We are also pleased with the G800 was certified by both the FAA and the EASA on April 16. This is expected to be a smooth entry
265,text,5,36.0,271.09,438.95,281.09,75,1064,914,1085,"into service, and we have some reason to believe that we can exceed our planned deliveries of G800."
266,text,5,36.0,251.09,574.12,261.09,75,1106,1196,1126,I would be remiss if I failed to mention that Jet Aviation made a significant contribution to the quarter's results. Its revenue was up 8%
267,text,5,36.0,239.09,561.75,249.09,75,1131,1170,1151,and earnings up 22% over the year ago quarter on a 160 basis point improvement in operating margins. This business has become a
268,text,5,36.0,227.09,77.65,237.09,75,1156,161,1176,real jewel.
269,text,5,36.0,207.09,568.12,217.09,75,1197,1183,1218,"In summary, the Aerospace team has had a good quarter. G800, FAA and EASA certification is behind us, and we are improving our"
270,text,5,36.0,195.09,218.73,205.09,75,1222,455,1243,G700 delivery cadence and operating margin.
271,text,5,36.0,175.09,537.26,185.09,75,1264,1119,1285,Turning to market demand. We had a 0.8x book-to-bill in the quarter even as aircraft deliveries increased by 50%. Orders are
272,text,5,36.0,163.09,564.24,173.09,75,1289,1175,1310,consistent with our internal plan at about the same number of units as the first quarter in '23 and '24. We expect that the certification
273,text,5,36.0,151.09,552.69,161.09,75,1314,1151,1335,"of the G800, it's better-than-planned performance characteristics and the early deliveries to customers will stimulate demand. We"
274,text,5,36.0,139.09,564.26,149.09,75,1339,1175,1360,"continue to see improved interest across all models in the U.S., albeit with cautious concern by customers about the macroeconomic"
275,text,5,36.0,127.09,413.46,137.09,75,1364,861,1385,environment and the impact of tariffs on their businesses. Middle East activity remains strong.
276,text,5,36.0,107.09,571.61,117.09,75,1406,1190,1426,"So let's move on to the defense businesses. Combat had revenue of $2.18 billion, up 3.5% over the year ago quarter. Earnings of $291"
277,text,5,36.0,95.09,550.9,105.09,75,1431,1147,1451,million are up 3.2%. Margins at 13.4% are consistent with the year ago quarter. It's interesting to observe that this year's revenue
278,text,5,36.0,83.09,548.12,93.09,75,1456,1141,1476,"growth is on top of our first quarter 2024 growth of almost 20%, so nice compound growth. The increased revenue performance"
279,text,5,36.0,71.09,376.48,81.09,75,1481,784,1501,occurred at Ordnance and Tactical Systems and European Land Systems held steady.
280,text,5,36.0,40.13,386.06,47.13,75,1551,804,1566,"Copyright © 2025 S&P Global Market Intelligence, a division of S&P Global Inc. All Rights reserved."
281,text,5,36.0,27.36,203.76,36.36,75,1574,424,1592,spglobal.com/marketintelligence
282,text,5,569.61,29.36,576.0,38.36,1186,1570,1200,1588,5
234,line,5,36.0,755.9,576.0,755.9,75,75,1200,75,[LINE]
283,text,6,36.0,756.58,474.91,766.58,75,52,989,73,"GENERAL DYNAMICS CORPORATION FQ1 2025 EARNINGS CALL  APR 23, 2025"
285,text,6,36.0,709.5,559.52,719.5,75,151,1165,171,"We also experienced good order performance. Orders in the quarter drove backlog to $16.9 billion, up $1.3 billion from this time a"
286,text,6,36.0,697.5,553.41,707.5,75,176,1152,196,year ago. Demand for Combat System products continues to be robust with particular strength in Europe. Orders for wheeled and
